,ID,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External
0,1,4,-2.81,0.0,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
1,1,4,-2.81,0.00015,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
2,1,4,-2.81,0.0003,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
3,1,4,-2.81,0.00045,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
4,1,4,-2.81,0.0006,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
5,1,4,-2.81,0.0007499999999999999,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
6,1,4,-2.81,0.0009,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
7,1,4,-2.81,0.00105,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
8,1,4,-2.81,0.0012,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
9,1,4,-2.81,0.0013499999999999999,1.9471824110571425,496.1303561796399,6.713790513270584e-15,1.0,2.0318981848897213,515.3433809456398,5.637650092375052e-15,1.0
10,1,4,-2.81,0.0014999999999999998,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
11,1,4,-2.81,0.0016499999999999998,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
12,1,4,-2.81,0.0018,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
13,1,4,-2.81,0.00195,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
14,1,4,-2.81,0.0021,1.947182411059437,496.13035617962913,6.712726738575357e-15,1.0,2.0318981848832265,515.3433809456495,5.641015260311946e-15,0.9999999999999998
15,2,4,-2.81,0.0,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
16,2,4,-2.81,0.00015,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
17,2,4,-2.81,0.0003,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
18,2,4,-2.81,0.00045,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
19,2,4,-2.81,0.0006,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
20,2,4,-2.81,0.0007499999999999999,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
21,2,4,-2.81,0.0009,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
22,2,4,-2.81,0.00105,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
23,2,4,-2.81,0.0012,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
24,2,4,-2.81,0.0013499999999999999,13.575117574765887,375.05279555825445,4.603900304934024e-15,1.0,7.073212600408238,392.26169766960226,2.443358774026723e-13,1.0
25,2,4,-2.81,0.0014999999999999998,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
26,2,4,-2.81,0.0016499999999999998,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
27,2,4,-2.81,0.0018,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
28,2,4,-2.81,0.00195,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
29,2,4,-2.81,0.0021,13.57511757480909,375.05279555812757,4.600860782585129e-15,1.0,7.07321259945675,392.26169767583366,2.47987996694487e-13,1.0
30,3,4,-2.81,0.0,7.444486987130819,387.64023543851795,1.0192930057265188e-14,0.9999999999999998,11.41551536619651,370.95208694754336,4.202503445267989e-15,1.0
31,3,4,-2.81,0.00015,7.444486987130819,387.64023543851795,1.0192930057265188e-14,0.9999999999999998,11.41551536619651,370.95208694754336,4.202503445267989e-15,1.0
32,3,4,-2.81,0.0003,7.444486987130819,387.64023543851795,1.0192930057265188e-14,0.9999999999999998,11.41551536619651,370.95208694754336,4.202503445267989e-15,1.0
