,ID,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External
65,5,10,-2.81,0.0001,5.058643407568564,502.2397507928193,5.518759308019324e-15,1.0,28.749916534036938,460.4682208396992,1.3864740855988483e-13,1.0
66,5,11,-2.81,0.0001,5.285836930505399,502.098629336567,4.8576099241376374e-15,0.9999999999999996,30.041131327315806,459.66618136280323,3.256009465204477e-14,1.0
67,5,12,-2.81,0.0001,5.503807580292144,501.9623264820497,4.1768923832861e-15,1.0,31.2799294408164,458.8915279386588,3.5724340937825485e-14,1.0
68,5,13,-2.81,0.0001,5.7138645795561,501.82963527428035,3.680186134564267e-15,1.0,32.473751757146744,458.13740046693624,8.694045603362935e-15,1.0
69,5,14,-2.81,0.0001,5.917088909078025,501.69961786794244,3.1656077305248207e-15,1.0,33.62874175524629,457.39846921689696,4.593103703693373e-15,1.0
70,6,1,-2.81,0.0001,-2.597097913898462,496.7877753964821,4.9927068086614977e-14,1.0,1.2470304688359275,476.07735987221713,1.381166774596457e-14,0.9999999999999998
71,6,2,-2.81,0.0001,-3.153515482860891,497.0163669186327,1.1402476532605274e-14,1.0,1.5142016451251028,475.9675985471437,1.5508142018415063e-14,1.0
72,6,3,-2.81,0.0001,-3.6471843859911526,497.3227034252387,5.8421212381036606e-15,1.0,1.751243211265656,475.8205071877321,6.618165726822659e-15,0.9999999999999998
73,6,4,-2.81,0.0001,-4.090475584854952,497.6160331733941,1.0898314714024559e-13,1.0,1.964095259412923,475.67966095329757,2.716917202233448e-14,1.0
74,6,5,-2.81,0.0001,-4.493509640966338,497.88187540329943,8.279817023125709e-15,1.0,2.1576173427929723,475.55201340240126,5.1216073677623366e-15,0.9999999999999998
75,6,6,-2.81,0.0001,-4.863978405289478,498.12169233838506,3.741891323009497e-15,1.0,2.3355026936035506,475.4368623684195,6.765165859989245e-14,0.9999999999999998
76,6,7,-2.81,0.0001,-5.207820565620152,498.3401857716931,7.224904363404272e-13,1.0,2.500603294815316,475.331948387442,5.280434911633735e-13,1.0
77,6,8,-2.81,0.0001,-5.529648417365181,498.5418459772606,3.663211687184626e-14,1.0,2.6551328878167806,475.2351199550496,7.15970784808e-15,0.9999999999999998
78,6,9,-2.81,0.0001,-5.833103322649693,498.7304054583191,4.250709858029668e-15,1.0,2.8008407236390473,475.1445806751663,1.529280674879903e-14,1.0
79,6,10,-2.81,0.0001,-6.121103862386247,498.90887186494115,6.566346319697714e-14,1.0,2.939127895333814,475.0588878167147,2.0369698235608074e-14,0.9999999999999998
80,6,11,-2.81,0.0001,-6.396014511386431,499.0796327787279,3.032987980265533e-14,1.0,3.0711298505736155,474.97689468437375,2.00726551276234e-14,0.9999999999999998
81,6,12,-2.81,0.0001,-6.659765193991144,499.2445629989476,2.1564649557252e-15,1.0,3.1977732146445286,474.897701212902,1.9334042115187168e-14,1.0
82,6,13,-2.81,0.0001,-6.913940190554406,499.4051231609534,1.991187952617594e-15,1.0,3.3198186646557435,474.8206061395137,1.5991632967845467e-14,1.0
83,6,14,-2.81,0.0001,-7.159847460370727,499.56244794683266,1.8689630440934747e-15,1.0,3.4378942579170233,474.7450645748277,1.2976409238516268e-14,0.9999999999999998
84,9,1,-2.81,0.0001,1.477171212730419,565.5909061691685,1.512671192564209e-14,1.0,15.360009381818687,508.81579755510546,2.1299297302860466e-11,1.0
85,9,2,-2.81,0.0001,1.7936490922970483,565.460888393324,1.4399500413194622e-14,1.0,18.650828867096656,507.4638361675849,7.852210498110962e-12,1.0
86,9,3,-2.81,0.0001,2.0744369291349436,565.2866510752563,7.003712425694698e-15,1.0,21.57053437896603,505.65206692147933,9.10443044912111e-15,1.0
87,9,4,-2.81,0.0001,2.32657103144433,565.1198115903416,3.303723629108326e-14,1.0,24.192289750686136,503.91723101505005,9.917567567454393e-12,1.0
88,9,5,-2.81,0.0001,2.555807473869537,564.9686082717873,1.1384787147252232e-12,1.0,26.575953415449646,502.34496004872756,3.654976038632357e-12,1.0
89,9,6,-2.81,0.0001,2.7665213174026286,564.8322080555217,5.398548946508154e-12,1.0,28.767016299131306,500.92660954336463,5.320465083338826e-13,1.0
90,9,7,-2.81,0.0001,2.9620918005434103,564.707929930637,5.760269743265112e-15,1.0,30.80060023729976,499.63437504461393,2.530921239335765e-13,0.9999999999999996
91,9,8,-2.81,0.0001,3.1451403681984584,564.5932300251834,6.784244876739067e-15,1.0,32.70398692155682,498.4416952177691,8.511831021149233e-14,1.0
92,9,9,-2.81,0.0001,3.31773875099136,564.4859815907115,6.95881758565052e-15,1.0,34.49870980839288,497.3264979613605,3.5684352542254585e-14,1.0
93,9,10,-2.81,0.0001,3.4815469696233974,564.384474012465,7.319451445314447e-15,0.9999999999999998,36.202030267958,496.27099570049285,1.9233750808519626e-14,1.0
94,9,11,-2.81,0.0001,3.637910024544381,564.28734895884,5.6618891229256125e-15,1.0,37.8279339303653,495.2610641682296,7.857421143233293e-15,1.0
95,9,12,-2.81,0.0001,3.7879255627345265,564.1935402326525,2.1396052211454475e-15,1.0,39.38783436030529,494.2856168729179,4.738677534432405e-15,1.0
96,9,13,-2.81,0.0001,3.932494620167956,564.1022171972894,2.0031228645480044e-15,1.0,40.89109866189894,493.336025122349,2.3511166442126944e-11,1.0
97,9,14,-2.81,0.0001,4.072361179253635,564.0127343719048,1.9041717683198604e-15,1.0,42.34546805884545,492.40555702660714,1.2201675437133157e-11,1.0
98,11,1,-2.81,0.0001,4.152953630274171,421.33182970097846,1.3525812296412847e-14,1.0,6.73123221319724,399.65269610593356,9.787456499944787e-14,1.0
99,11,2,-2.81,0.0001,5.042706872859385,420.96629493870415,1.2418545822148654e-13,1.0,8.17337117427476,399.060225740758,1.3039258244299224e-14,1.0
100,11,3,-2.81,0.0001,5.832120454830613,420.4764394076827,7.420698604007491e-14,0.9999999999999996,9.452876264121429,398.2662543387379,1.0507736461824949e-14,0.9999999999999998
101,11,4,-2.81,0.0001,6.5409759590453245,420.0073839444827,6.130709550352831e-13,1.0,10.601810573526267,397.50599619269656,3.426431130186786e-12,1.0
102,11,5,-2.81,0.0001,7.185456877942172,419.58228639690986,6.481295746509999e-12,1.0,11.646406009902192,396.8169771672834,3.6130755651548803e-13,1.0
103,11,6,-2.81,0.0001,7.777864685047224,419.19879821924604,6.657415158866241e-13,1.0,12.606597607737132,396.1954122471206,4.197144042765239e-14,1.0
104,11,7,-2.81,0.0001,8.327693305102676,418.8494129015006,3.0809069001850177e-12,0.9999999999999996,13.497777080835588,395.62911504217107,9.373129805542297e-15,1.0
105,11,8,-2.81,0.0001,8.842320382197215,418.52694249069685,2.292900655028969e-12,1.0,14.331900057426877,395.10644590478665,4.256393167492751e-15,1.0
106,11,9,-2.81,0.0001,9.327567664817407,418.22542097213443,1.1696128444019731e-12,1.0,15.118403200419047,394.617731989924,3.2006173218916356e-15,1.0
107,11,10,-2.81,0.0001,9.78810205338203,417.9400395911564,5.536318776659395e-13,1.0,15.864850976256758,394.1551782372694,2.6611213173763164e-15,1.0
108,11,11,-2.81,0.0001,10.22770490898096,417.66697946577426,2.1467269431685992e-13,0.9999999999999996,16.577372311806744,393.7125949938287,2.344486142850195e-15,1.0
109,11,12,-2.81,0.0001,10.649462121793576,417.4032432372885,1.0473481370454547e-13,1.0,17.260968992111064,393.285123789128,2.156225333915915e-15,0.9999999999999998
110,11,13,-2.81,0.0001,11.055906985367129,417.14649536008926,5.281514896277428e-14,1.0,17.919746986690388,392.86897938047724,1.99936051708028e-15,1.0
